CD_LOC;UF;abstencoes;aptos;comparecimentos;validos
SP00715;SP;1009;4628;3619;3057
SP00716;SP;1345;6085;4740;4111
SP00717;SP;1221;5351;4130;3567
SP00718;SP;1113;3625;2512;2090
SP00719;SP;1771;6130;4359;3647
SP00720;SP;425;2043;1618;1422
SP00721;SP;857;3054;2197;1978
SP00722;SP;692;3108;2416;2060
SP00723;SP;1401;5496;4095;3502
SP00724;SP;965;3664;2699;2432
SP00725;SP;1725;5899;4174;3691
SP00726;SP;1443;4468;3025;2675
SP00727;SP;1398;5267;3869;3416
SP00728;SP;1290;4919;3629;3093
SP00729;SP;2176;8105;5929;5111
SP00730;SP;1349;5502;4153;3563
SP00731;SP;1219;4685;3466;3004
SP00732;SP;985;3768;2783;2391
SP00733;SP;1601;6587;4986;4131
SP00734;SP;959;3871;2912;2509
SP00735;SP;1490;5909;4419;3878
SP00736;SP;1422;6501;5079;4352
SP00737;SP;1419;6265;4846;4149
SP00738;SP;1968;8744;6776;5693
SP00739;SP;431;1868;1437;1249
SP00740;SP;868;3936;3068;2621
SP00741;SP;927;4300;3373;2832
SP00742;SP;1087;5088;4001;3393
SP00743;SP;994;4240;3246;2798
SP00744;SP;1231;5446;4215;3568
SP00745;SP;1233;4714;3481;3072
SP00746;SP;312;1614;1302;1139
SP00747;SP;1163;4941;3778;3217
SP00748;SP;1033;3624;2591;2215
SP00749;SP;416;1955;1539;1305
SP00750;SP;301;1353;1052;900
SP00751;SP;431;1977;1546;1291
SP00752;SP;882;3263;2381;1917
SP00753;SP;351;1731;1380;1171
SP00754;SP;166;1139;973;857
SP00755;SP;701;2817;2116;1822
SP00756;SP;957;3235;2278;1971
SP00757;SP;761;3284;2523;2167
SP00758;SP;900;4241;3341;2876
SP00759;SP;796;3490;2694;2242
SP00760;SP;1771;6093;4322;3614
SP00761;SP;887;3317;2430;2099
SP00762;SP;924;4199;3275;2719
SP00763;SP;618;2894;2276;1887
SP00764;SP;257;1319;1062;886
SP00765;SP;2514;8135;5621;4929
SP00766;SP;2085;7053;4968;4402
SP00767;SP;1983;6440;4457;3930
SP00768;SP;1362;4292;2930;2636
SP00769;SP;1614;5078;3464;3068
SP00770;SP;1947;6150;4203;3615
SP00771;SP;2272;7436;5164;4500
SP00772;SP;1547;5664;4117;3538
SP00773;SP;1838;6264;4426;3805
SP00774;SP;2062;7854;5792;5026
SP00775;SP;2144;7449;5305;4528
SP00776;SP;1902;6598;4696;4003
SP00777;SP;1815;5853;4038;3381
SP00778;SP;2212;7392;5180;4241
SP00779;SP;2024;7813;5789;4877
SP00780;SP;877;3820;2943;2559
SP00781;SP;1188;4179;2991;2524
SP00782;SP;1694;6626;4932;4068
SP00783;SP;239;823;584;517
SP00784;SP;776;3105;2329;1939
SP00785;SP;448;1882;1434;1271
SP00786;SP;1137;4539;3402;2835
SP00787;SP;569;2366;1797;1532
SP00788;SP;1808;6979;5171;4203
SP00789;SP;436;1625;1189;1067
SP00790;SP;384;1404;1020;912
SP00791;SP;305;1168;863;759
SP00792;SP;696;2736;2040;1747
SP00793;SP;602;2523;1921;1605
SP00794;SP;1415;5472;4057;3352
SP00795;SP;1361;5107;3746;3093
SP00796;SP;291;1001;710;595
SP00797;SP;1027;3693;2666;2284
SP00798;SP;790;3561;2771;2464
SP00799;SP;2163;7792;5629;4646
SP00800;SP;1398;5404;4006;3410
SP00801;SP;909;3726;2817;2456
SP00802;SP;586;2293;1707;1374
SP00803;SP;970;3495;2525;2040
SP00804;SP;358;1445;1087;869
SP00805;SP;2003;6882;4879;4246
SP00806;SP;1563;5119;3556;3097
SP00807;SP;1278;4221;2943;2555
SP00808;SP;1605;5967;4362;3844
SP00809;SP;1247;4931;3684;3295
SP00810;SP;1287;4312;3025;2622
SP00811;SP;1468;4790;3322;2896
SP00812;SP;2030;6537;4507;3857
SP00813;SP;1690;5405;3715;3298
SP00814;SP;1069;3409;2340;2047
SP00815;SP;1456;4827;3371;2943
SP00816;SP;1333;4010;2677;2281
SP00817;SP;1526;5075;3549;2989
SP00818;SP;1051;4699;3648;3126
SP00819;SP;325;1557;1232;1066
SP00820;SP;742;2998;2256;1983
SP00821;SP;803;3156;2353;2019
SP00822;SP;454;1894;1440;1247
SP00823;SP;669;2754;2085;1805
SP00824;SP;1303;5510;4207;3616
SP00825;SP;881;3960;3079;2727
SP00826;SP;494;2231;1737;1498
SP00827;SP;1826;7530;5704;4991
SP00828;SP;4;40;36;35
SP00829;SP;270;1366;1096;992
SP00830;SP;378;1919;1541;1355
SP00831;SP;732;3038;2306;1971
SP00832;SP;1251;4365;3114;2744
SP00833;SP;1422;5058;3636;3107
SP00834;SP;917;3451;2534;2279
SP00835;SP;1245;4136;2891;2501
SP00836;SP;1498;4922;3424;2884
SP00837;SP;485;2272;1787;1553
SP00838;SP;1212;4893;3681;3136
SP00839;SP;248;942;694;608
SP00840;SP;198;990;792;676
SP00841;SP;1583;6587;5004;4195
SP00842;SP;1972;6278;4306;3669
SP00843;SP;1709;5641;3932;3203
SP00844;SP;378;1541;1163;977
SP00845;SP;411;1830;1419;1181
SP00846;SP;2053;7352;5299;4323
SP00847;SP;1026;4082;3056;2550
SP00848;SP;1617;5251;3634;3006
SP00849;SP;796;3277;2481;2090
SP00850;SP;1407;5224;3817;3220
SP00851;SP;1798;5695;3897;3271
SP00852;SP;447;1783;1336;1128
SP00853;SP;1041;4081;3040;2553
SP00854;SP;1830;6049;4219;3570
SP00855;SP;889;3058;2169;1851
SP00856;SP;1524;6062;4538;3805
SP00857;SP;683;3507;2824;2367
SP00858;SP;1507;6096;4589;3794
SP00859;SP;1029;4366;3337;2773
SP00860;SP;665;3076;2411;1994
SP00861;SP;894;3884;2990;2383
SP00862;SP;1121;4149;3028;2481
SP00863;SP;879;3714;2835;2384
SP00864;SP;477;2151;1674;1405
SP00865;SP;1252;5331;4079;3454
SP00866;SP;504;2305;1801;1511
SP00867;SP;469;2195;1726;1441
SP00868;SP;1162;4537;3375;2769
SP00869;SP;574;2469;1895;1521
SP00870;SP;347;1214;867;691
SP00871;SP;1009;4180;3171;2619
SP00872;SP;1187;4150;2963;2373
SP00873;SP;1589;5220;3631;3139
SP00874;SP;884;3637;2753;2278
SP00875;SP;999;4489;3490;2842
SP00876;SP;1072;4758;3686;3039
SP00877;SP;570;2332;1762;1425
SP00878;SP;1043;4052;3009;2553
SP00879;SP;1597;5137;3540;2959
SP00880;SP;942;4156;3214;2672
SP00881;SP;275;1173;898;759
SP00882;SP;471;1968;1497;1197
SP00883;SP;334;1492;1158;940
SP00884;SP;1908;6025;4117;3528
SP00885;SP;1064;3760;2696;2288
SP00886;SP;1095;3614;2519;2153
SP00887;SP;771;2549;1778;1536
SP00888;SP;803;3225;2422;2160
SP00889;SP;1287;4118;2831;2529
SP00890;SP;1836;6506;4670;4087
SP00891;SP;1571;6195;4624;4037
SP00892;SP;1413;4485;3072;2701
SP00893;SP;1252;4866;3614;3170
SP00894;SP;1201;4335;3134;2776
SP00895;SP;1486;4545;3059;2625
SP00896;SP;1125;3683;2558;2191
SP00897;SP;1112;4232;3120;2666
SP00898;SP;1363;4477;3114;2686
SP00899;SP;930;3360;2430;2195
SP00900;SP;1238;4799;3561;2989
SP00901;SP;1226;4411;3185;2668
SP00902;SP;870;3771;2901;2421
SP00903;SP;436;1833;1397;1247
SP00904;SP;302;1355;1053;902
SP00905;SP;1315;5577;4262;3604
SP00906;SP;392;1659;1267;1089
SP00907;SP;842;3598;2756;2283
SP00908;SP;507;2080;1573;1325
SP00909;SP;546;2198;1652;1447
SP00910;SP;170;884;714;633
SP00911;SP;741;2895;2154;1865
SP00912;SP;523;2322;1799;1573
SP00913;SP;879;3776;2897;2382
SP00914;SP;216;1086;870;721
SP00915;SP;460;1861;1401;1187
SP00916;SP;316;1311;995;820
SP00917;SP;64;310;246;213
SP00918;SP;374;1646;1272;1081
SP00919;SP;253;1249;996;833
SP00920;SP;1844;6672;4828;3916
SP00921;SP;359;1221;862;673
SP00922;SP;2549;8638;6089;5158
SP00923;SP;1881;5779;3898;3357
SP00924;SP;1666;5898;4232;3558
SP00925;SP;1463;5327;3864;3310
SP00926;SP;1640;5575;3935;3387
SP00927;SP;1295;4583;3288;2862
SP00928;SP;1183;5132;3949;3288
SP00929;SP;575;2588;2013;1723
SP00930;SP;658;2858;2200;1854
SP00931;SP;355;1575;1220;1064
SP00932;SP;830;3504;2674;2191
SP00933;SP;1776;6037;4261;3621
SP00934;SP;1547;5284;3737;3064
SP00935;SP;1948;6922;4974;4152
SP00936;SP;1905;6913;5008;4173
SP00937;SP;1493;5631;4138;3493
SP00938;SP;2227;7741;5514;4610
SP00939;SP;1846;6851;5005;4282
SP00940;SP;2241;7378;5137;4304
SP00941;SP;2262;8289;6027;5126
SP00942;SP;1483;6510;5027;4307
SP00943;SP;1498;5578;4080;3484
SP00944;SP;1830;6614;4784;3934
SP00945;SP;1708;6631;4923;4190
SP00946;SP;1104;4553;3449;2787
SP00947;SP;1664;6568;4904;4056
SP00948;SP;1470;6371;4901;3965
SP00949;SP;1602;6028;4426;3627
SP00950;SP;1701;6838;5137;4204
SP00951;SP;1636;6758;5122;4246
SP00952;SP;4403;13315;8912;7365
SP00953;SP;1633;6513;4880;4005
SP00954;SP;1257;4954;3697;3067
SP00955;SP;1047;4285;3238;2757
SP00956;SP;1875;6086;4211;3458
SP00957;SP;1676;6423;4747;3930
SP00958;SP;2066;5350;3284;2681
SP00959;SP;2018;7126;5108;4199
SP00960;SP;1043;3791;2748;2254
SP00961;SP;353;1021;668;532
SP00962;SP;213;709;496;397
SP00963;SP;171;706;535;445
SP00964;SP;3873;11909;8036;7407
SP00965;SP;1857;6230;4373;3908
SP00966;SP;1417;4337;2920;2568
SP00967;SP;1294;4335;3041;2679
SP00968;SP;1631;5544;3913;3471
SP00969;SP;1629;5494;3865;3305
SP00970;SP;1358;4314;2956;2665
SP00971;SP;1411;4461;3050;2736
SP00972;SP;1777;5527;3750;3325
SP00973;SP;1310;4361;3051;2752
SP00974;SP;1090;3974;2884;2635
SP00975;SP;1857;5925;4068;3551
SP00976;SP;825;3374;2549;2299
SP00977;SP;1431;4747;3316;2910
SP00978;SP;1370;4720;3350;2972
SP00979;SP;997;3936;2939;2570
SP00980;SP;1390;4362;2972;2771
SP00981;SP;1624;4660;3036;2763
SP00982;SP;1676;5546;3870;3467
SP00983;SP;1170;4483;3313;2925
SP00984;SP;616;2369;1753;1559
SP00985;SP;806;3154;2348;2069
SP00986;SP;661;2746;2085;1796
SP00987;SP;1255;4690;3435;2890
SP00988;SP;1292;5130;3838;3440
SP00989;SP;1261;4732;3471;3057
SP00990;SP;806;3164;2358;2053
SP00991;SP;1011;3538;2527;2242
SP00992;SP;455;1966;1511;1290
SP00993;SP;354;1554;1200;998
SP00994;SP;849;3170;2321;2062
SP00995;SP;870;3591;2721;2468
SP00996;SP;403;1564;1161;1021
SP00997;SP;106;391;285;259
SP00998;SP;212;790;578;529
SP00999;SP;215;789;574;472
SP01000;SP;1632;5650;4018;3607
SP01001;SP;1706;5804;4098;3731
SP01002;SP;1101;3956;2855;2507
SP01003;SP;1491;6014;4523;4108
SP01004;SP;2534;8670;6136;5546
SP01005;SP;1664;5082;3418;3092
SP01006;SP;1284;5115;3831;3413
SP01007;SP;922;3314;2392;2070
SP01008;SP;957;3674;2717;2363
SP01009;SP;800;3257;2457;2139
SP01010;SP;756;2767;2011;1774
SP01011;SP;1111;4250;3139;2753
SP01012;SP;2702;9040;6338;5575
SP01013;SP;1487;5581;4094;3585
SP01014;SP;936;3487;2551;2157
SP01015;SP;1517;5212;3695;3226
SP01016;SP;2241;7681;5440;4570
SP01017;SP;1228;3849;2621;2231
SP01018;SP;1287;4200;2913;2462
SP01019;SP;864;3579;2715;2251
SP01020;SP;353;1678;1325;1100
SP01021;SP;1808;5856;4048;3411
SP01022;SP;1890;7237;5347;4505
SP01023;SP;1545;5047;3502;2993
SP01024;SP;305;1053;748;632
SP01025;SP;1156;3899;2743;2367
SP01026;SP;1309;4576;3267;2774
SP01027;SP;963;3926;2963;2463
SP01028;SP;1259;4443;3184;2685
SP01029;SP;766;3145;2379;1989
SP01030;SP;745;3473;2728;2337
SP01031;SP;978;4290;3312;2843
SP01032;SP;1201;4988;3787;3216
SP01033;SP;1041;4681;3640;3143
SP01034;SP;986;3909;2923;2528
SP01035;SP;1734;6691;4957;4181
SP01036;SP;941;4224;3283;2773
SP01037;SP;1256;5057;3801;3294
SP01038;SP;824;3517;2693;2279
SP01039;SP;913;3823;2910;2407
SP01040;SP;918;3542;2624;2319
SP01041;SP;345;1390;1045;903
SP01042;SP;1102;4324;3222;2725
SP01043;SP;357;1572;1215;1043
SP01044;SP;1083;4726;3643;3151
SP01045;SP;1144;4702;3558;2953
SP01046;SP;359;1567;1208;1036
SP01047;SP;622;2728;2106;1772
SP01048;SP;366;1647;1281;1090
SP01049;SP;554;2385;1831;1538
SP01050;SP;456;1959;1503;1281
SP01051;SP;720;3156;2436;2042
SP01052;SP;1772;6139;4367;3809
SP01053;SP;1807;5114;3307;2816
SP01054;SP;1323;4275;2952;2509
SP01055;SP;1632;5802;4170;3541
SP01056;SP;1835;6196;4361;3772
SP01057;SP;1629;6658;5029;4330
SP01058;SP;1477;5074;3597;3098
SP01059;SP;1382;5785;4403;3766
SP01060;SP;1416;5345;3929;3417
SP01061;SP;1179;4129;2950;2515
SP01062;SP;916;2994;2078;1770
SP01063;SP;1259;4282;3023;2516
SP01064;SP;1568;6076;4508;3796
SP01065;SP;1006;3662;2656;2330
SP01066;SP;741;2883;2142;1859
SP01067;SP;752;3428;2676;2228
SP01068;SP;951;3742;2791;2367
SP01069;SP;660;3158;2498;2184
SP01070;SP;731;3112;2381;2017
SP01071;SP;364;1661;1297;1142
SP01072;SP;236;1029;793;657
SP01073;SP;603;2744;2141;1865
SP01074;SP;302;1372;1070;862
SP01075;SP;327;1334;1007;844
SP01076;SP;701;3137;2436;2116
SP01077;SP;594;3176;2582;2292
SP01078;SP;3099;10615;7516;6404
SP01079;SP;2431;8588;6157;5169
SP01080;SP;1064;3811;2747;2336
SP01081;SP;1162;4604;3442;2917
SP01082;SP;927;2526;1599;1355
SP01083;SP;1026;3114;2088;1808
SP01084;SP;871;4187;3316;2810
SP01085;SP;826;3957;3131;2527
SP01086;SP;1043;4668;3625;3064
SP01087;SP;700;3331;2631;2223
SP01088;SP;166;889;723;623
SP01089;SP;1311;5551;4240;3578
SP01090;SP;1059;4652;3593;2985
SP01091;SP;677;3433;2756;2254
SP01092;SP;2048;5885;3837;3221
SP01093;SP;1752;5944;4192;3670
SP01094;SP;1491;4951;3460;3031
SP01095;SP;1700;5974;4274;3630
SP01096;SP;1250;4179;2929;2561
SP01097;SP;2237;7641;5404;4710
SP01098;SP;1626;5642;4016;3546
SP01099;SP;1301;4340;3039;2637
SP01100;SP;1271;4090;2819;2441
SP01101;SP;1570;5144;3574;3122
SP01102;SP;1032;3065;2033;1773
SP01103;SP;1463;5564;4101;3623
SP01104;SP;1123;3373;2250;1905
SP01105;SP;1658;5682;4024;3544
SP01106;SP;2530;8626;6096;4992
SP01107;SP;2573;8910;6337;5296
SP01108;SP;796;3363;2567;2199
SP01109;SP;819;3179;2360;1954
SP01110;SP;962;3484;2522;2110
SP01111;SP;437;1699;1262;1087
SP01112;SP;463;1834;1371;1101
SP01113;SP;1233;5153;3920;3365
SP01114;SP;369;1783;1414;1235
SP01115;SP;426;2032;1606;1369
SP01116;SP;793;3795;3002;2684
SP01117;SP;196;703;507;424
SP01118;SP;922;3117;2195;1851
SP01119;SP;187;893;706;615
SP01120;SP;2057;6954;4897;4084
SP01121;SP;572;2241;1669;1388
SP01122;SP;1116;3123;2007;1679
SP01123;SP;2405;8211;5806;4970
SP01124;SP;2003;6479;4476;3780
SP01125;SP;959;3476;2517;2129
SP01126;SP;1883;6161;4278;3664
SP01127;SP;2266;7942;5676;4893
SP01128;SP;1451;4920;3469;2978
SP01129;SP;1676;6181;4505;3834
SP01130;SP;1815;6066;4251;3689
SP01131;SP;1387;5996;4609;3959
SP01132;SP;1812;5881;4069;3481
SP01133;SP;1725;5893;4168;3571
SP01134;SP;1237;4563;3326;2843
SP01135;SP;1513;5468;3955;3382
SP01136;SP;1561;6560;4999;4267
SP01137;SP;288;1190;902;772
SP01138;SP;813;3414;2601;2219
SP01139;SP;692;2703;2011;1677
SP01140;SP;1073;4702;3629;3096
SP01141;SP;1660;6662;5002;4271
SP01142;SP;1157;5011;3854;3252
SP01143;SP;758;3097;2339;2010
SP01144;SP;705;3086;2381;2043
SP01145;SP;1240;5008;3768;3211
SP01146;SP;1088;4300;3212;2676
SP01147;SP;613;2332;1719;1447
SP01148;SP;626;2683;2057;1715
SP01149;SP;807;3540;2733;2341
SP01150;SP;428;1851;1423;1168
SP01151;SP;162;692;530;435
SP01152;SP;267;1143;876;745
SP01153;SP;3346;12021;8675;7258
SP01154;SP;1776;7187;5411;4524
SP01155;SP;1122;4827;3705;3096
SP01156;SP;1150;4593;3443;2878
SP01157;SP;1713;6773;5060;4280
SP01158;SP;1659;6016;4357;3658
SP01159;SP;649;2758;2109;1753
SP01160;SP;419;1821;1402;1139
SP01161;SP;581;2722;2141;1793
SP01162;SP;315;1286;971;836
SP01163;SP;1326;4114;2788;2400
SP01164;SP;1820;5708;3888;3284
SP01165;SP;1112;3908;2796;2440
SP01166;SP;1519;5277;3758;3179
SP01167;SP;1809;6259;4450;3620
SP01168;SP;1822;5911;4089;3473
SP01169;SP;1826;6535;4709;3984
SP01170;SP;2257;7817;5560;4585
SP01171;SP;1861;6620;4759;3966
SP01172;SP;1801;6690;4889;4302
SP01173;SP;1222;4537;3315;2833
SP01174;SP;1916;6350;4434;3606
SP01175;SP;1251;4660;3409;2858
SP01176;SP;2485;8236;5751;4720
SP01177;SP;1235;4264;3029;2602
SP01178;SP;2131;7018;4887;4032
SP01179;SP;825;3692;2867;2431
SP01180;SP;1294;4666;3372;2690
SP01181;SP;1289;4741;3452;2824
SP01182;SP;1514;5929;4415;3910
SP01183;SP;1718;6376;4658;4013
SP01184;SP;1062;4359;3297;2764
SP01185;SP;929;3511;2582;2032
SP01186;SP;785;3559;2774;2416
SP01187;SP;633;2356;1723;1366
SP01188;SP;434;1590;1156;950
SP01189;SP;1871;5883;4012;3366
SP01190;SP;1538;5137;3599;3067
SP01191;SP;2054;7205;5151;4314
SP01192;SP;1508;5481;3973;3323
SP01193;SP;2025;6918;4893;4015
SP01194;SP;845;3150;2305;1880
SP01195;SP;1620;5991;4371;3710
SP01196;SP;1815;6441;4626;3945
SP01197;SP;1539;6065;4526;3795
SP01198;SP;994;4394;3400;2835
SP01199;SP;1132;4561;3429;2819
SP01200;SP;1272;4925;3653;2996
SP01201;SP;1460;5937;4477;3616
SP01202;SP;1623;6413;4790;3995
SP01203;SP;1188;5224;4036;3388
SP01204;SP;1268;5365;4097;3436
SP01205;SP;1598;6483;4885;4000
SP01206;SP;1164;4510;3346;2819
SP01207;SP;1055;4349;3294;2669
SP01208;SP;1660;6891;5231;4256
SP01209;SP;2061;7838;5777;4668
SP01210;SP;722;3150;2428;1963
SP01211;SP;1111;4601;3490;2769
SP01212;SP;1771;7434;5663;4627
SP01213;SP;1084;4450;3366;2741
SP01214;SP;1400;5318;3918;3148
SP01215;SP;1612;6563;4951;3868
SP01216;SP;1096;4894;3798;2945
SP01217;SP;566;2233;1667;1283
SP01218;SP;272;1256;984;793
SP01219;SP;874;3597;2723;2163
SP01220;SP;543;2623;2080;1725
SP01221;SP;1148;4891;3743;3051
SP01222;SP;458;2122;1664;1336
SP01223;SP;1129;3886;2757;2228
SP01224;SP;645;2283;1638;1302
SP01225;SP;100;458;358;286
SP01226;SP;238;959;721;572
SP01227;SP;1106;4013;2907;2421
SP01228;SP;1199;4077;2878;2288
SP01229;SP;1299;5709;4410;3576
SP01230;SP;759;2563;1804;1469
SP01231;SP;1512;4357;2845;2387
SP01232;SP;1364;4544;3180;2674
SP01233;SP;974;3348;2374;1949
SP01234;SP;482;1567;1085;923
SP01235;SP;2121;7584;5463;4460
SP01236;SP;1311;4335;3024;2493
SP01237;SP;1765;5922;4157;3352
SP01238;SP;1074;4275;3201;2644
SP01239;SP;1417;6020;4603;3712
SP01240;SP;490;2099;1609;1314
SP01241;SP;1719;6681;4962;3929
SP01242;SP;864;3576;2712;2164
SP01243;SP;1106;4912;3806;3153
SP01244;SP;795;3449;2654;2184
SP01245;SP;1801;7927;6126;5200
SP01246;SP;1463;6332;4869;4069
SP01247;SP;1135;4854;3719;3036
SP01248;SP;1581;6322;4741;3875
SP01249;SP;2221;7808;5587;4469
SP01250;SP;1045;4254;3209;2667
SP01251;SP;1497;5249;3752;3003
SP01252;SP;923;3905;2982;2358
SP01253;SP;375;1578;1203;980
SP01254;SP;1839;7148;5309;4294
SP01255;SP;1338;5145;3807;3011
SP01256;SP;1732;6264;4532;3688
SP01257;SP;809;3540;2731;2179
SP01258;SP;942;3588;2646;2112
SP01259;SP;433;1800;1367;1129
SP01260;SP;1485;5635;4150;3295
SP01261;SP;1067;4017;2950;2362
SP01262;SP;1044;4424;3380;2706
SP01263;SP;1336;3672;2336;1856
SP01264;SP;408;1742;1334;1046
SP01265;SP;670;2308;1638;1298
SP01266;SP;673;2296;1623;1294
SP01267;SP;994;3668;2674;2188
SP01268;SP;367;1395;1028;797
SP01269;SP;300;1317;1017;816
SP01270;SP;186;767;581;483
SP01271;SP;1177;3998;2821;2451
SP01272;SP;898;3598;2700;2308
SP01273;SP;1995;6832;4837;4051
SP01274;SP;1938;6482;4544;3933
SP01275;SP;2370;8215;5845;4919
SP01276;SP;1569;5814;4245;3567
SP01277;SP;1271;5451;4180;3551
SP01278;SP;1798;6124;4326;3583
SP01279;SP;1811;7160;5349;4413
SP01280;SP;1383;5845;4462;3757
SP01281;SP;1351;6196;4845;4089
SP01282;SP;2140;8652;6512;5430
SP01283;SP;978;4641;3663;3179
SP01284;SP;661;2886;2225;1912
SP01285;SP;1032;4343;3311;2805
SP01286;SP;1144;5329;4185;3573
SP01287;SP;1031;4630;3599;3061
SP01288;SP;841;3628;2787;2393
SP01289;SP;1925;8261;6336;5214
SP01290;SP;1366;5911;4545;3870
SP01291;SP;462;2147;1685;1455
SP01292;SP;1403;5775;4372;3718
SP01293;SP;1924;8374;6450;5532
SP01294;SP;1152;5309;4157;3488
SP01295;SP;670;3038;2368;2000
SP01296;SP;474;1918;1444;1219
SP01297;SP;1084;5073;3989;3288
SP01298;SP;1112;4397;3285;2749
SP01299;SP;893;3911;3018;2565
SP01300;SP;753;3153;2400;2048
SP01301;SP;470;2227;1757;1464
SP01302;SP;629;2717;2088;1784
SP01303;SP;1032;4518;3486;2977
SP01304;SP;964;3849;2885;2389
SP01305;SP;956;3647;2691;2223
SP01306;SP;2527;10069;7542;6154
SP01307;SP;1204;5091;3887;3217
SP01308;SP;986;4137;3151;2579
SP01309;SP;710;3292;2582;2150
SP01310;SP;1295;5036;3741;3075
SP01311;SP;56;289;233;207
SP01312;SP;1230;4582;3352;2711
SP01313;SP;1284;5646;4362;3544
SP01314;SP;1376;4826;3450;2922
SP01315;SP;1726;5836;4110;3568
SP01316;SP;2133;6703;4570;3887
SP01317;SP;2266;7496;5230;4360
SP01318;SP;1812;5897;4085;3426
SP01319;SP;1955;6497;4542;3670
SP01320;SP;2190;8209;6019;5015
SP01321;SP;1210;5117;3907;3326
SP01322;SP;1451;6445;4994;4166
SP01323;SP;1663;6741;5078;4301
SP01324;SP;452;1575;1123;935
SP01325;SP;637;2946;2309;1970
SP01326;SP;1234;4913;3679;2940
SP01327;SP;1657;5676;4019;3252
SP01328;SP;1425;6187;4762;4004
SP01329;SP;892;3596;2704;2290
SP01330;SP;1633;7538;5905;5127
SP01331;SP;512;1932;1420;1196
SP01332;SP;1370;5043;3673;3047
SP01333;SP;2423;8821;6398;5220
SP01334;SP;1474;5470;3996;3334
SP01335;SP;1903;7407;5504;4414
SP01336;SP;1656;6381;4725;3753
SP01337;SP;1484;5929;4445;3629
SP01338;SP;2958;10511;7553;6278
SP01339;SP;1736;6726;4990;3954
SP01340;SP;1601;6735;5134;4118
SP01341;SP;749;3295;2546;2084
SP01342;SP;408;1975;1567;1312
SP01343;SP;527;2274;1747;1438
SP01344;SP;487;1994;1507;1250
SP01345;SP;811;3443;2632;2198
SP01346;SP;1065;4333;3268;2784
SP01347;SP;1972;7950;5978;5066
SP01348;SP;1015;3369;2354;1888
SP01349;SP;1957;7723;5766;4646
SP01350;SP;2464;8729;6265;5053
SP01351;SP;383;1693;1310;1037
SP01352;SP;2563;9339;6776;5651
SP01353;SP;950;3717;2767;2349
SP01354;SP;1883;7702;5819;4593
SP01355;SP;428;1496;1068;855
SP01356;SP;293;1180;887;731
SP01357;SP;594;2333;1739;1398
SP01358;SP;317;931;614;523
SP01359;SP;266;839;573;457
SP01360;SP;1372;4177;2805;2337
SP01361;SP;2306;7818;5512;4598
SP01362;SP;2279;7767;5488;4591
SP01363;SP;1698;5696;3998;3277
SP01364;SP;873;3423;2550;2100
SP01365;SP;1296;4472;3176;2649
SP01366;SP;1845;6944;5099;4243
SP01367;SP;1303;4323;3020;2537
SP01368;SP;1591;6668;5077;4150
SP01369;SP;751;3307;2556;2150
SP01370;SP;1541;6243;4702;3926
SP01371;SP;2044;7808;5764;4744
SP01372;SP;663;2774;2111;1744
SP01373;SP;1783;6512;4729;3906
SP01374;SP;753;3027;2274;1892
SP01375;SP;1004;4586;3582;2958
SP01376;SP;644;2812;2168;1801
SP01377;SP;1833;6246;4413;3586
SP01378;SP;1325;5134;3809;3086
SP01379;SP;505;1511;1006;829
SP01380;SP;1646;6398;4752;3983
SP01381;SP;1389;5235;3846;3111
SP01382;SP;1262;4773;3511;2832
SP01383;SP;976;3644;2668;2188
SP01384;SP;359;1615;1256;1024
SP01385;SP;741;2603;1862;1531
SP01386;SP;1442;5463;4021;3254
SP01387;SP;731;3279;2548;2113
SP01388;SP;1067;4349;3282;2705
SP01389;SP;1598;5537;3939;3325
SP01390;SP;1467;5471;4004;3342
SP01391;SP;1427;5920;4493;3657
SP01392;SP;1260;5417;4157;3419
SP01393;SP;1247;4576;3329;2824
SP01394;SP;719;3196;2477;2018
SP01395;SP;1714;5978;4264;3711
SP01396;SP;1780;6178;4398;3609
SP01397;SP;2555;8800;6245;5280
SP01398;SP;1300;4499;3199;2780
SP01399;SP;2424;8543;6119;5176
SP01400;SP;1523;5413;3890;3387
SP01401;SP;2666;8695;6029;5349
SP01402;SP;1750;5706;3956;3495
SP01403;SP;1552;4451;2899;2519
SP01404;SP;1810;6132;4322;3778
SP01405;SP;1520;6097;4577;4036
SP01406;SP;1284;4561;3277;2840
SP01407;SP;1777;5751;3974;3419
SP01408;SP;1053;3519;2466;2143
SP01409;SP;1509;4997;3488;3043
SP01410;SP;1697;6568;4871;4389
SP01411;SP;1205;5127;3922;3438
SP01412;SP;1617;6509;4892;4139
SP01413;SP;1692;5838;4146;3467
SP01414;SP;2992;11881;8889;7501
SP01415;SP;1355;5045;3690;3218
SP01416;SP;874;3507;2633;2204
SP01417;SP;2177;8205;6028;5141
SP01418;SP;952;3824;2872;2479
SP01419;SP;845;3045;2200;1912
SP01420;SP;908;3530;2622;2168
SP01421;SP;2635;9984;7349;6353
SP01422;SP;895;3948;3053;2612
SP01423;SP;687;3120;2433;2133
SP01424;SP;552;2544;1992;1718
SP01425;SP;849;3763;2914;2538
SP01426;SP;1021;4324;3303;2818
SP01427;SP;4137;13842;9705;8556
SP01428;SP;232;957;725;645
SP01429;SP;1869;6808;4939;4206
SP01430;SP;778;2960;2182;1879
SP01431;SP;366;1550;1184;1036
SP01432;SP;612;2374;1762;1521
