CD_LOC;NM_LOCAL_VOTACAO;DS_ENDERECO;NM_BAIRRO;NR_CEP
SP01271;EMEF. JOAQUIM BENTO ALVES DE LIMA NETO;RUA SÃO JOSÉ DO RIO PRETO, 17;CONJUNTO HABITACIONAL BRIGADEIRO FARIA LIMA;4840460
SP01272;EE. PROFA. ADELAIDE ROSA FERNANDES MACHADO DE SOUZA;AV. DONA BELMIRA MARIN, 3312;GRAJAU;4846000
SP01273;EE. SAMUEL WAINER;RUA SÃO JOSÉ DO RIO PRETO, 71;GRAJAU;4840460
SP01274;EMEF. DESEMBARGADOR TEODOMIRO TOLEDO PIZA;R. PELAGIA STARBULOV, 324;PARQUE GRAJAU;4843590
SP01275;EE. PROF. CARLOS AYRES;AV. DONA BELMIRA MARIN, 595;PARQUE BRASIL;4846010
SP01276;EE. GAL. DE EXERCITO VICENTE DE PAULO DALE COUTINHO;RUA GIOVANNI GABRIELI, 712;JARDIM ICARAI;4844200
SP01277;EE. FRANCISCO ROSWELL FREIRE;RUA LOUIS DAQUIM, 199;PARQUE BRASIL;4843070
SP01278;EE. PROF. CARLOS DE MORAES ANDRADE;AV. DONA BELMIRA MARIN, 2440;PARQUE GRAJAU;4846000
SP01279;EE. IRMÃ CHARLITA;RUA ADÉLIA DA SILVA MENDES, 700;PARQUE COCAIA;4850020
SP01280;EE. PROFA. ESTHER GARCIA;AV. ANTÔNIO CARLOS BENJAMIN DOS SANTOS, 858;JARDIM EDDA;4843430
SP01281;EE. PROFA. MARIA JUVENAL HOMEM DE MELLO;RUA MIRAFLORES, 95;PARQUE GRAJAU;4842470
SP01282;EE. PROFA. MARIA LUIZA DE ANDRADE MARTINS ROQUE;RUA MARCELINO NOGUEIRA JÚNIOR, 117;JARDIM ELIANA;4851280
SP01283;EE. PRESIDENTE RENE MUAWAD;RUA ESTELA NAVES JUNQUEIRA, 79;PARQUE AMERICA;4841000
SP01284;EE. PRESIDENTE JOÃO GOULART;RUA SÃO JOSÉ DO RIO PRETO, S/N;GRAJAU;4840460
SP01285;EE. HERBERT BALDUS;RUA CANÇÃO DA TERRA, 100;JARDIM SAO BERNARDO;4844560
SP01286;EE. DR. ANIZ BADRA;RUA MINISTRO MÁRIO DAVID ANDREAZZA, 112;PARQUE RESIDENCIAL COCAIA;4849100
SP01287;EE. PROFA. NAIR TOLEDO DAMIÃO;AV. ROSÁLIA IANNINI CONDE, 55;PARQUE AMERICA;4841150
SP01288;EE. PROF. JACOB THOMAZ ITAPURA DE MIRANDA;RUA ANTÔNIO FELIPE FILHO, 93;JARDIM SOMARA;4845000
SP01289;EE. PROF. EURIPEDES SIMÕES DE PAULA;RUA MARIA PAPE, 30;JARDIM LUCELIA;4852218
SP01290;EMEF. PLINIO SALGADO;RUA CLARISSA, S/N;RECANTO MARISA;4851070
SP01291;EMEI. GRAJAÚ;RUA ALBA VALDEZ, 101;JARDIM REIMBERG;4845200
SP01292;EE. AFRÂNIO DE OLIVEIRA;RUA GIUSEPPE TARTINI, 818;JARDIM DOS MANACAS;4844300
SP01293;CEU. NAVEGANTES;RUA MARIA MOASSAB BARBOUR, S/N;CANTINHO DO CEU;4849503
SP01294;EE. PROFA. ANA MARIA BENTO;RUA MINISTRO MÁRIO DAVID ANDREAZZA, 94;PARQUE RESIDENCIAL COCAIA;4849080
SP01295;EMEF PROFA. CLARINA AMARAL GURGEL;PRAÇA IRARA BRANCA, S/N;JARDIM SHANGRILA(ZONA SUL);4852000
SP01296;EE. PROF. ADRIÃO BERNARDES;ESTRADA DE ITAQUAQUECETUBA, 9953;BORORE;4872060
SP01297;EMEF. PADRE JOSÉ PEGORARO;RUA PORTUNHOS, 67;PARQUE COCAIA;4850140
SP01298;EE. EVANDRO CAVALCANTI LINS E SILVA;RUA CARMELA TERRANOVA RAIMONDI, 47;PARQUE GRAJAU;4848200
SP01299;EE. PROFESSOR ANTONIO CANDIDO DE MELLO E SOUZA;AVENIDA SÃO PAULO, S/N;JARDIM GAIVOTAS;4849308
SP01300;EE. ITIRO MUTO;RUA PAULO ARAÚJO NOVAES, 190;PARQUE AMERICA;4822010
SP01301;EMEF. LOURIVAL BRANDÃO DOS SANTOS;RUA ALBA VALDEZ, S/N;JARDIM REIMBERG;4845200
SP01302;EMEI. MAL.OSVALDO CORDEIRO DE FARIAS;RUA HENRY ARTHUR JONES, 10;JARDIM EDI;4851120
SP01303;EE. PROFA. NEIVA DE LOURDES ANDRADE;RUA GIUSEPPE TARTINI, 818;JARDIM DOS MANACAS;4844300
SP01304;EE. LEONEL BRIZOLA;RUA MARIA PAPE, 31;JARDIM LUCELIA;4852210
SP01305;E.E. PASTOR EMÍLIO WARWICK KERR;RUA WALTER SGARBI, 700;JARDIM REIMBERG;4845270
SP01306;EE. WASHINGTON ALVES NATEL;RUA MINISTRO MÁRIO DAVID ANDREAZZA, 50;PARQUE RESIDENCIAL COCAIA;4849080
SP01307;EMEF. FREI DAMIÃO;RUA DANIEL ALOMIA, 325;JARDIM SIPRAMAR;4851340
SP01308;EE. JOSÉ EPHIM MINDLIN;RUA AUGUSTO TEIXEIRA, 101;PARQUE AMERICA;4841160
SP01309;EMEF PROFA. ALDINA ANÁLIA AGOSTINHA TADDEO CONDE;RUA FRANCESCO BARTOLOZZI, 01;JARDIM ICARAI;4837210
SP01310;EE. LOTEAMENTO DAS GAIVOTAS 2;AVENIDA SÃO PAULO, S/N;JARDIM GAIVOTAS;4849308
SP01311;EMEI AURELIO BUARQUE DE HOLANDA FERREIRA;RUA DOUTOR ARMANDO FAJARDO, 400;JARDIM SAO BERNARDO;4844590
SP01312;EULALIA SILVA PROFA - EE;RUA AMARO ANTONIO DE ARAUJO, 337;VL STA MARGARIDA;4931030
SP01313;MARIA PECCIOLI GIANNASI PROFA - EE;RUA CATALDO PARRILHA, 179;JARDIM BOA ESPERANCA;4915120
SP01314;CAROLINA RENNO RIBEIRO DE OLIVEIRA PROFA - EMEF;RUA JOÃO FERREIRA DA SILVA, 99;VL STA MARGARIDA;4931070
SP01315;OLIVEIRA VIANA - EMEF;RUA PROF. BARROSO DO AMARAL, 694;JARDIM PLANALTO;4937010
SP01316;MARIO MARQUES DE OLIVEIRA PROF -  EMEF;RUA MARCELINO COELHO, 297;JARDIM ANGELA (ZONA SUL);4939010
SP01317;LUIS MAGALHAES DE ARAUJO PROF EE;ESTRADA DO M'BOI MIRIM, 3583;ESTANCIA TANGARA;4905000
SP01318;JOSE LINS DO REGO - EE;ESTRADA DO M'BOI MIRIM, 2463;JARDIM REGINA;4905002
SP01319;CLEMENTE PASTORE PROF - EMEF;RUA INÁCIO PARREIRAS NEVES ,17;JARDIM NAKAMURA;4942080
SP01320;VICENTE LEPORACE - EE;RUA JOÃO ALVES TORRES, 554;JARDIM DAS FLORES;4904120
SP01321;OSWALD DE ANDRADE - EE;RUA JOSÉ CARLOS DOS SANTOS MARQUES, 300;JARDIM HERCULANO;4920010
SP01322;ELYO FERREIRA DE CASTRO PROF - EE;RUA BACIO DE FILICAIA, 147;JARDIM FIGUEIRA GRANDE;4914060
SP01323;ANTONIO AGGIO - EE;RUA HERCÍLIA GONÇALVES DOS SANTOS,16;GUARAPIRANGA;4912040
SP01324;BARBARA HELIODORA GUILHERMINA DA SILVEIRA - EMEI;RUA MARCELINO COELHO, 297-A;JARDIM ANGELA (ZONA SUL);4939010
SP01325;FRANCISCA JULIA DA SILVA - EMEI;RUA MARIA CORTADA CODORNIZ, 79;VILA SANTA LÚCIA;4940140
SP01326;OSCAR PEREIRA MACHADO - EE;RUA MIGUEL DIONÍSIO DO VALE, 96;JARDIM NAKAMURA;4942040
SP01327;ORLANDO MENDES DE MORAES PROF - EE;ESTRADA DA BARONESA,100;PARQUE DO LAGO;4944180
SP01328;PAULO OCTAVIO DE AZEVEDO PROF - EE;AVENIDA ANTONIO VIEIRA MISTURA,4;JARDIM BANDEIRANTE;4913110
SP01329;ROSA PAVONE PIMONT DRA - EE;RUA CONDE DE PROENÇA, 28;JARDIM COIMBRA;4890650
SP01330;ELIAS ZARZUR - COLEGIO;AV. FRANCISCO NÓBREGA BARBOSA, 76/160;PARQUE ALVES DE LIMA;4902000
SP01331;APARECIDA DE LOURDES MORAIS ARAUJO PROFA - EE;RUA FORTE DE SANTO ANTONIO,64;JARDIM RIO DOURO;4945230
SP01332;FLAVIO LA SELVA PROF - EE;RUA CARMELO CALI, 240;VILA SANTA LÚCIA;4940070
SP01333;HONORIO MONTEIRO DR - EE;TRAVESSA MAGONDI, 80;CHACARA SONHO AZUL;4961150
SP01334;FRANCISCO DE PAULA VICENTE DE AZEVEDO - EE;RUA JIVAROS, 72;PARQUE BOLOGNE;4941110
SP01335;SOICHI MABE - EE;RUA BALTAZAR FRAGOZO 127;JARDIM ARACATI;4949130
SP01336;HERCULANO DE FREITAS PROF - EE;RUA OLIVIER BACHELIN, 07;ALTO DA RIVIERA;4929170
SP01337;ANTONIO BERNARDES DE OLIVEIRA PROF - EE;RUA JEAN MAROT, 12;JARDIM SAO JOAQUIM;4917040
SP01338;AMELIA KERR NOGUEIRA PROFA - EE;AVENIDA DOS FUNCIONÁRIOS PÚBLICOS, 1355;PARQUE RESIDENCIAL VERA CRUZ;4962000
SP01339;GIL VICENTE - EE;RUA ANTONIO ELIAS SCHOUERI, 240;PARQUE DO LAGO;4944010
SP01340;EUGENIO MARIZ DE OLIVEIRA NETTO - EE;RUA DONA VIRGÍNIA, 100;CHACARA VISTA ALEGRE;4922120
SP01341;DEZOITO DO FORTE - EMEF;RUA HAFIZ ABI CHEDID, 110;VILA BOM JARDIM;4937210
SP01342;DINAH SILVEIRA DE QUEIROZ - EMEI;RUA SEBASTIÃO SENRET,137;JARDIM SANTA EDWIGES;4911030
SP01343;CLARICE BENVINDA SANTOS SILVA PROFA - EMEI;RUA ITAPAROQUERA, S/N;PARQUE SANTO AMARO;4931060
SP01344;ASTROGILDA DE ABREU SEVILHA PROFA - EMEI;RUA IGNÁCIO PARREIRA NEVES,15;JARDIM NAKAMURA;4942080
SP01345;PRACINHAS DA FEB - EMEF;R. ANTONIO RAPOSO BARRETO,151;JARDIM DAS FLORES;4904170
SP01346;JOSE RAUL POLETTO - EE;RUA PROF. BARROSO DO AMARAL, 665;VILA SANTA LÚCIA;4937010
SP01347;GUARAPIRANGA - COLEGIO;ESTRADA DO GUARAPIRANGA,1070;JARDIM ALFREDO;4901000
SP01348;CAPELA IV JARDIM - EE;ESTRADA DA BARONESA,100;PARQUE DO LAGO;4919000
SP01349;SAMUEL MORSE PROF - EE;AVENIDA JOSÉ ESTIMA FILHO,S/N;JARDIM CAPELA;4960020
SP01350;ARACATI II  JARDIM - EE;RUA MARCELINO LEITÃO DE OLIVEIRA, 170;JARDIM ARACATI;4949110
SP01351;NAIR OLEGARIO CAJUEIRO - EE;RUA CATALDO PARRILHA,215;VL STA MARGARIDA;4930055
SP01352;AGNELO CARDEAL ROSSI DOM - EE;RUA AMÉRICO TURRINI, 1860;VILA DO SOL;4962020
SP01353;EUDORO VILLELA - EE;ESTRADA GUAVIRUTUBA,600;VILA BOM JARDIM;4937010
SP01354;TERESA MARGARIDA DA SILVA E ORTA - EMEF;RUA ENGENHEIRO MILTON ALVARENGA PEIXOTO,20;VILA GILDA;4953040
SP01355;ALLAN KARDEC - INSTITUTO DE EDUCACAO;RUA CAPÃO REDONDO, 01;VL STA MARGARIDA;4931100
SP01356;KAGOHARA JARDIM - CEI;RUA DAS FERMATAS, 120;JARDIM KAGOHARA;4938030
SP01357;SONHO AZUL CHACARA  - EMEF;AVENIDA JOSÉ ESTIMA FILHO, 1205;PARQUE SANTA BARBARA;4960020
SP01358;CEU VILA DO SOL - EMEF;AVENIDA DOS FUNCIONÁRIOS PÚBLICOS,369;VILA DO SOL;4962000
SP01359;EDIVALDO DOS SANTOS DANTAS PROF - EMEF;AVENIDA PERATUBA, SN;VILA GILDA;4951000
SP01360;EMPG. CORONEL MÁRIO RANGEL;AVENIDA COMENDADOR SANTANA, 821;CAPAO REDONDO;5866000
SP01361;EE. PROFESSORA CAROLINA CINTRA DA SILVEIRA;RUA DR. LUIS DA FONSECA GALVÃO,226;PARQUE MARIA HELENA;5855300
SP01362;EE. PROFESSOR LEOPOLDO SANTANA;RUA MANOEL DUARTE OLIVEIRA, 151;CAPAO REDONDO;5859100
SP01363;EE. OCTALLES MARCONDES FERREIRA;RUA DANCA DE ANITRA, 01;JARDIM VAZ DE LIMA;5833080
SP01364;EE. HEIDI ALVES LAZZARINI;RUA QUINTA DA CONRARIA, 299;PARQUE SANTO ANTONIO;5852480
SP01365;EE. PROFESSOR ARNALDO LAURINDO;RUA ALTINO ALVES DE ABREU ,110;PARQUE SANTO ANTONIO;5822000
SP01366;EE. PROFESSORA DAVINA AGUIAR DIAS;RUA FRANCISCO DE ABREU,S/N;JARDIM IMBE;5863100
SP01367;EMPG. PROFESSORA IRACEMA MARQUES DA SILVEIRA;AVENIDA DOM. RODRIGO SANCHES,S/N;JARDIM AMALIA;5892360
SP01368;EE. MIGUEL MUNHOZ FILHO;AVENIDA AGOSTINHO RUBIN, 301;JARDIM GERMANIA;5848000
SP01369;EE. PROFESSOR JOSÉ JOAQUIM CARDOSO DE MELLO NETO;RUA TEIXEIRA LOPES, 95;JARDIM DAS ROSAS(ZONA SUL);5893200
SP01370;EE. MARTINHO DA SILVA;RUA COMENDADOR ANTUNES DOS SANTOS,1800;CAPAO REDONDO;5861260
SP01371;EE. PRESIDENTE CAFÉ FILHO;RUA GASTAO RAUL DE FORTON BOUSQUET, 401;JARDIM IPE;5797000
SP01372;EE. REVERENDO PROF. MANOEL DA SILVEIRA PORTO FILHO;RUA SIMAO ALVES DE ALMEIDA, S/N;JARDIM MODELO;5867490
SP01373;EMEF. MARIA RITA DE CÁSSIA PINHEIRO SIMÕES BRAGA;RUA MARIA CALLAS, 30;PARQUE LIGIA;5857530
SP01374;EE. JORGE ANDRADE;RUA DOUTOR BENEDITO MATARAZZO, 5 B;PARQUE MARIA HELENA;5854090
SP01375;EE. ZENAIDE AVELINO MAIA;RUA FREDERICK BANTING, S/N;JARDIM GERMANIA;5848050
SP01376;EMEF. DOUTOR JOÃO PEDRO DE CARVALHO NETO;RUA ALFREDO OMETECIDIO, 339;JARDIM SAO JOSE;5869170
SP01377;EE. JORNALISTA DAVID NASSER;RUA SEVERIANO CARDOSO, 280;JARDIM MACEDONIA;5894430
SP01378;EE. DEPUTADO JOÃO SUSSUMU HIRATA;RUA COMENDADOR ANTUNES DOS SANTOS, 936;JARDIM SAO JUDAS TADEU;5861260
SP01379;CEU CAPÃO - EMEI PROFA. LOREANE LALLO;RUA DANIEL GRAN, 01;JARDIM MODELO;5866000
SP01380;ESCOLA SÃO VICENTE DE PAULO;RUA DR. LUÍS DA FONSECA GALVÃO, 64;PARQUE MARIA HELENA;5855300
SP01381;EE. PROFESSOR TENENTE ARISTON DE OLIVEIRA;RUA JOÃO DA CRUZ E SOUSA, 444;JARDIM DAS ROSAS(ZONA SUL);5893000
SP01382;EMEF. OTONIEL MOTA;RUA RAIMUNDA FRANKLIN DE MELO, 184;PARQUE SANTO ANTONIO;5850270
SP01383;EE JARDIM IPÊ;RUA GASTÃO RAUL DE FOURTON BOUSQUET, 401;JARDIM IPE;5797210
SP01384;EMEF. GIANFRANCESCO GUARNIERI;RUA DOMENICO FONTANA, S/N;JARDIM ANTONIETA;5854080
SP01385;CEU. CAPÃO REDONDO - JOSÉ SARAMAGO;RUA DANIEL GRAN, 01;JARDIM MODELO;5868120
SP01386;EE. WALDYR RODOLPHO DE CASTRO;RUA DOS JERIBÁS, S/N;COHAB ADVENTISTA;5868820
SP01387;EMEF. PROFESSOR CESAR YASIGI;RUA SORIANO DE ALBUQUERQUE, 100;JARDIM MACEDONIA;5894440
SP01388;MAURO FACCIO GONCALVES ZACARIA - EMEF;AV. RAQUEL MOREIRA ALVES,823;PARQUE SANTO ANTONIO;5821130
SP01389;MARIO MOURA DE ALBUQUERQUE BEL - EMEF;RUA HUMBERTO DE ALMEIDA, 521;CHACARA SANTANA;5831000
SP01390;SINHA PANTOJA - EE;RUA SIMÃO DE LEMOS, 100;RECANTO SANTO ANTONIO;5816220
SP01391;JOAO BATISTA DE CARVALHO MONSENHOR - EE;RUA CRISTIANIA, 13;JARDIM THOMAZ;5834090
SP01392;NORBERTO ALVES RODRIGUES PROF - EE;RUA CARMEM ESCABIA MOTTA, 50;JARDIM MAZZA;5832230
SP01393;KLEIN JARDIM - CEI;RUA BONIFÁCIO DE MONTFERRAT, 260/219;CHACARA SANTANA;5831040
SP01394;SANTO ANTONIO  PARQUE - CEI;RUA RINALDO DE HANDEL, S/N;RECANTO SANTO ANTONIO;4921140
SP01395;EE HENRIQUE DUMONT VILLARES;AVENIDA PRESIDENTE ALTINO, 1131;JAGUARE;5323002
SP01396;EE PROFESSORA MARIA EUGENIA MARTINS;RUA ALARICO FRANCO CAIUBI, 651;JAGUARE;5330012
SP01397;CEU - JAGUARE;AV. KENKITI SIMOMOTO, 80;JAGUARE;5347010
SP01398;EMEF GAL ALCIDES GONÇALVES ETCHEGOYEN;RUA ADHERBAL STRESSER, 686;JARDIM ARPOADOR;5566000
SP01399;EE PROFESSORA GUIOMAR ROCHA RINALDI;RUA DOM FRANCISCO CARDOSO AYRES, 285;JARDIM CAMBARA;5560010
SP01400;EMEF JOAO XXIII - VERDINHA;RUA CONEGO LUIS VIEIRA DA SILVA, 201;JARDIM JOAO XXIII;5569110
SP01401;EE PROFESSOR EMYGDIO DE BARROS;AV. NOSSA SENHORA DA ASSUNÇAO, 292;VILA BUTANTA;5359000
SP01402;EE PROFESSOR DANIEL PAULO VERANO PONTES;AV. JOSE JOAQUIM SEABRA, 1187;RIO PEQUENO;5364000
SP01403;EE SOLON BORGES DOS REIS;AV. JOSE JOAQUIM SEABRA, 1187 A;JARDIM IVANA;5364000
SP01404;EMEF BRASIL JAPAO;RUA DOUTOR PAULO CARVALHO FERREIRA, 94;RIO PEQUENO;5382040
SP01405;EE PROFESSOR ADOLFINO DE ARRUDA CASTANHO;RUA ANA MARIA LELIS DA SILVA, 252;RIO PEQUENO;5361010
SP01406;EMEF IBRAHIM NOBRE;RUA CORONEL SALVADOR DE MOYA, 263;VILA TIRADENTES;5368020
SP01407;EMEF PROFESSOR ROBERTO MANGE;RUA JOSE CERQUEIRA BASTOS, 46;JARDIM ESTER;5373090
SP01408;EE PROFESSOR ALMEIDA JUNIOR;AV. ENG HEITOR ANTONIO EIRAS GARCIA, 1874;JARDIM ESMERALDA;5588001
SP01409;EMEF MAL ESPIRIDIAO ROSAS;RUA GUIMARAES ROSA, 115;JAGUARE;5338080
SP01410;EMEF GAL EUCLYDES DE OLIVEIRA FIGUEIREDO;RUA MARECHAL OLÍMPIO MOURAO FILHO, 187;VILA SAO FRANCISCO;5352080
SP01411;EMEF GAL ALVARO SILVA BRAGA;RUA PADRE PAULO CANELLES, 611;VILA DALVA;5386070
SP01412;EE PROFESSOR LOURIVAL GOMES MACHADO;ESTRADA SANTO AMARO, 55;EDUCANDARIO;5544000
SP01413;ETEC RAPOSO TAVARES;RUA CACHOEIRA PORAQUE, 326;COHAB RAPOSO TAVARES;5574450
SP01414;COLEGIO ALBERT SABIN;AVENIDA DARCY REIS, 1901;PARQUE DOS PRINCIPES;5396450
SP01415;EE DR. JOSE AMERICO DE ALMEIDA;RUA RAMON BAYEU, 21;VILA NOVA ALBA;5363200
SP01416;EMEF PROFESSORA MARIA ALICE BORGES GHION;RUA CACHOEIRA PORAQUE, 575;COHAB RAPOSO TAVARES;5574450
SP01417;EE JOAO XXIII;AV. VATICANO, 245;JARDIM JOAO XXIII;5569120
SP01418;EMEF TEN ALIPIO ANDRADA SERPA;RUA NICOLAU COPÉRNICO, 165;JARDIM BATALHA;5546110
SP01419;EE SAMUEL KLABIN;RUA BORIS ALEXANDRE, 189;VILA DALVA;5387020
SP01420;EMEF SOLANO TRINDADE;RUA GABRIEL DE CARVALHO, 60;JARDIM BOA VISTA (ZONA OESTE);5583080
SP01421;UNIVERSIDADE PAULISTA - UNIP;AVENIDA TORRES DE OLIVEIRA, 330;JAGUARE;5347020
SP01422;EMEF PROFESSOR LUIZ CINTRA DO PRADO;RUA ARTUR FERREIRA DE ABREU, 321;JARDIM ROSA MARIA;5547150
SP01423;EMEF PEDRO NAVA;RUA JOAQUINA DA LAPA, 453;JARDIM ESTER YOLANDA;5374070
SP01424;EMEI PROFESSORA MARIAZINHA RESENDE FUSARI;RUA EUDORO LINCOLN BERLINK, 118;JARDIM ARPOADOR;5565200
SP01425;EE BIBLIOTECARIA MARIA LUISA MONTEIRO DA CUNHA;RUA INACIO MANUEL ALVARES, 697;VILA ANTONIO;5372110
SP01426;EE PROFESSOR ARCHITICLINO SANTOS;RUA MAESTRO ITALO IZZO, 110;PARQUE CONTINENTAL;5325200
SP01427;CEU - BUTANTA;AVENIDA ENG HEITOR ANTONIO EIRAS GARCIA, 1700/1870;JARDIM ESMERALDA;5588001
SP01428;EMEI EDUCADORA NIDA MALDI CORAZZA;RUA ABIGAIL ALVES PIRES, 76;JARDIM SARAH;5381000
SP01429;CEU - UIRAPURU;RUA NAZIR MIGUEL, 849;JARDIM PAULO VI;5570030
SP01430;EMEF TEOFILO BENEDITO OTTONI;RUA INACIO CERVANTES, 490;PARQUE IPE;5572000
SP01431;EMEI PROFESSORA CLYCIE MENDES CARNEIRO;RUA JOAQUINA DA LAPA, 210;JARDIM ESTER YOLANDA;5374070
SP01432;CENTRO DE ENSINO SAO JOSE - UNID I (TOMANIK);AVENIDA OTACILIO TOMANIK, 262;VILA POLOPOLI;5363000
SP01433;EMEI PROFESSORA CAROLINA RIBEIRO;RUA MAJOR WALTER CARLSON, 879;JARDIM ARPOADOR;5567050
SP01434;COLEGIO SANTA BARBARA;RUA DR. RUBENS LEME MACHADO, 77;JARDIM LUCIA;5545000
SP01435;EMEF EDUCANDARIO DOM DUARTE;AVENIDA ENG HEITOR ANTÔNIO EIRAS GARCIA, 5985;JARDIM ESMERALDA;5564200
SP01436;EE PROF ALCIDES BOSCOLO;RUA MIGUEL FERREIRA DE MELO, 50;JARDIM SANTO ANDRÉ;8390000
SP01437;EE PROF HUMBERTO BAPTISTELLI FILHO;RUA MIGUEL FERREIRA DE MELO, 50-A;JARDIM SANTO ANDRÉ;8390000
SP01438;EMEF JOSÉ MARIA WHITAKER;AV. SATÉLITE, 688;CIDADE SATÉLITE - JARDIM SANTA BÁRBARA;8330480
SP01439;ESCOLA SANTA IZILDINHA;RUA MIMAS,  99;CIDADE SATÉLITE - JARDIM SANTA BÁRBARA;8331390
SP01440;EE PROF ADHEMAR ANTONIO PRADO;RUA FERNANDES TOURINHO, 133;PARQUE RESIDENCIAL VERA CRUZ;8330120
SP01441;EE PROF DR DÉCIO FERRAZ ALVIM;RUA EDMUNDO DA CUNHA, 95;JARDIM ESTER;8330230
SP01442;EE PROF CARLOS HENRIQUE LIBERALLI;RUA DONA MARIA FERRAZ DO AMARAL, 128;JARDIM SÃO FRANCISCO;8390255
SP01443;EE PROF MOZART TAVARES DE LIMA;RUA MARCOS GONÇALVES CORREA, 21;JARDIM VILA CARRÃO;8340320
SP01444;EE SÃO JOÃO EVANGELISTA;RUA FORTE CANANÉIA, 3;PARQUE SÃO LOURENÇO;8340020
SP01445;EMEF CIDADE DE OSAKA;AV. BARONESA DE MURITIBA, 55;PARQUE SÃO RAFAEL;8311080
SP01446;EMEF COELHO NETO;RUA DIOGO GARCIA, 128;PARQUE BOA ESPERANÇA;8370030
SP01447;EE CONJUNTO HABITACIONAL CARRÃOZINHO;AV. GONÇALVES DA COSTA, 317;JARDIM VILA CARRÃO;8340520
SP01448;EE JOÃO SARMENTO PIMENTEL;RUA ALCION, 431;CIDADE SATÉLITE - JARDIM SANTA BÁRBARA;8331010
SP01449;EE PROF WILFREDO PINHEIRO;RUA GALÁXIA, 321;CIDADE SATÉLITE - JARDIM SANTA BÁRBARA;8330415
SP01450;EMEF JÚLIO DE GRAMMONT;TRAVESSA MEIRI, 73;JARDIM RODOLFO PIRANI;8311560
SP01451;EE PROF ISAAC SCHRAIBER;RUA ÁLVARO DO PRADO, 165;PARQUE SÃO RAFAEL;8311060
SP01452;EE DEPUTADO GERALDINO DOS SANTOS;AV. DOS SERTANISTAS, 1175;JARDIM SÃO FRANCISCO;8390240
SP01453;EE PROF MARCOS ANTONIO COSTA;RUA GODOY BUENO, 19;JARDIM SANTO ANDRÉ;8390400
SP01454;EMEF PROF CARLOS CORREA MASCARO;TRAVESSA SALVE A MOCIDADE, 932;JARDIM DA CONQUISTA;8343320
SP01455;EMEF PLÍNIO DE QUEIROZ;RUA MANUEL HENRIQUE DE PAIVA, S/N;PARQUE BOA ESPERANÇA;8341080
SP01456;EMEF CLÁUDIO MANOEL DA COSTA;AV. RODOLFO PIRANI, 224;JARDIM RODOLFO PIRANI;8310000
SP01457;EE ANDRÉ NUNES JUNIOR;RUA SALVADOR DE PAIVA, 145;PARQUE SÃO RAFAEL;8320200
SP01458;COLÉGIO SATÉLITE;RUA MIMAS, 205;CIDADE SATÉLITE - JARDIM SANTA BÁRBARA;8331390
SP01459;EE ANTONIO CARLOS BRASILEIRO DE ALMEIDA JOBIM (TOM JOBIM);TRAVESSA SINHÁ MOÇA, 52;JARDIM DA CONQUISTA;8344000
SP01460;EE PROF VALENTIM CARRA;RUA FRANCISCO LUSTOSA, 271;JARDIM VERA CRUZ;8330140
SP01461;EE VILA BELA;TRAVESSA TERRA TOMBADA, S/N;JARDIM DA CONQUISTA;8344600
SP01462;EE MAESTRO BRENNO ROSSI;RUA JOSÉ PARDO, 41;PARQUE BOA ESPERANÇA;8341250
SP01463;ESCOLA CÁRITAS;RUA PEDRO PAULINO DOS SANTOS, 157;JARDIM TRÊS MARIAS;8331000
SP01464;CEU EMEF PROF CÂNDIDA DORA PINO PRETINI;RUA CINIRA POLÔNIO, 100;CONJUNTO PROMORAR RIO CLARO;8395320
SP01465;EE MOACYR AMARAL DOS SANTOS;RUA CARLOS BELLEVILLE, 22;JARDIM BURITI;8320880
SP01466;EMEF PROF MARIA APARECIDA VILASBOAS;RUA DOS LÍRIOS, 02;PARQUE DAS FLORES;8391280
SP01467;EMEF PROF JOSE CARLOS NICOLETO ZITO;RUA BANDEIRA DE ARACAMBI, 707;JARDIM RODOLFO PIRANI;8310010
SP01468;EMEF PARQUE BOA ESPERANÇA 2;RUA FRANCISCO DE MELO PALHETA, S/N;PARQUE BOA ESPERANÇA;8341000
SP01469;EE PROF SILVANA EVANGELISTA;AV. RODOLFO PIRANI, 392;JARDIM RODOLFO PIRANI;8310000
SP01470;CEU EMEI PROF ROQUE SPENCER MACIEL DE BARROS;RUA CINIRA APOLÔNIO, 80;CONJUNTO PROMORAR RIO CLARO;8395320
SP01471;EMEF ORLANDO SILVA;RUA PIRES RODOVALHO, 45;PARQUE SÃO RAFAEL;8311230
SP01472;CEU EMEF PROF MARIA LISBOA DA SILVA;RUA CURUMATIM, 201;PARQUE BOA ESPERANÇA;8341240
SP01473;EMEF. SENADOR MILTON CAMPOS;RUA PÉRSIO DE SOUZA QUEIROZ FILHO, 155;VILA ISABEL;2846140
SP01474;EE. PROFESSOR EDGARD PIMENTEL REZENDE;RUA JERÔNIMO SOUTO MAIOR, 120;VILA NINA;2834090
SP01475;EE. MARTIN EGÍDIO DAMY;RUA PAULO GARCIA AQUILINE, 406;BRASILANDIA;2844120
SP01476;EE. PROFESSORA ELIZABETH APARECIDA SIMÕES MESQUITA;AVENIDA JOSE DA NATIVIDADE SALDANHA, S/N;VILA PENTEADO;2844130
SP01477;EE. CHIQUINHA RODRIGUES;RUA CAIAPÉ, S/N;VILA PENTEADO;2867000
