CD_LOC;NM_LOCAL_VOTACAO;DS_ENDERECO;NM_BAIRRO;NR_CEP
SP01572;EE PROFESSORA MARLENE ADUA FORTUNATO;RUA GAIVOTAS DO CEU , 53;CHACARA DO SOL;4857725
SP01573;CEI JD SÃO JUDAS TADEU;R ANTÔNIO BURLINI, 184;JARDIM SAO JUDAS TADEU;4858170
SP01574;EE. GENERAL HUMBERTO DE SOUZA MELO;AVENIDA DEPUTADO CANTIDIO SAMPAIO, 6803;VILA SOUZA;2860001
SP01575;EMEF. GENERAL VICENTE DE PAULO DALE COUTINHO;AVENIDA DEPUTADO CANTIDIO SAMPAIO, 6813;VILA SOUZA;2860001
SP01576;EE. PROF. CARLOS BORBA;RUA JOANA PEDROSO DOS SANTOS, 101;JARDIM TAIPAS;2990060
SP01577;EMEF. RAUL POMPEIA;AVENIDA ELIAS ANTONIO LOPES, 165;PARQUE TAIPAS;2986110
SP01578;EE. PROFª  EULICE SILVIO MENDONÇA DA SILVA;AVENIDA DEPUTADO CANTIDIO SAMPAIO, 5647;JARDIM BRASILIA;2860001
SP01579;EMEF. PROF. ANTONIO RODRIGUES DE CAMPOS;RUA PRÍNCIPE, 38;JARDIM SHANGRILA(ZONA NORTE);2990120
SP01580;EE. BRIGADEIRO GAVIÃO PEIXOTO;RUA MOGEIRO, 710;VILA PERUS;5206240
SP01581;EE. DONA SUZANA DE CAMPOS;RUA ANTONIO MAIA, 691;VILA PERUS;5204110
SP01582;EMEF. CANDIDO PORTINARI;RUA GUILHERME CORREIA DE MELO, 408;PERUS;5207050
SP01583;EMEF. JULIO DE OLIVEIRA;RUA JULIO DE OLIVEIRA, 9;VILA FANTON;5201070
SP01584;EE. PROF. MIGUEL OLIVA FEITOSA;RUA TARCON, 479;JARDIM ADELFIORE;5223070
SP01585;EMEF. FERNANDO GRACIOSO;RUA SILVEIRÂNIA, S/N.;JARDIM DO RUSSO;5211060
SP01586;EMEF. PROF. JAIRO DE ALMEIDA;RUA RECANTO DOS HUMILDES, S/N.;CONJUNTO HABITACIONAL RECANTO DOS HUMILDES;5209000
SP01587;EMEI. OLIVEIRA LIMA;RUA ANTONIO MAIA, 476;VILA PERUS;5204110
SP01588;EMEF. PAULO PRADO;RUA POMPEU BERTINI, 80;JARDIM SANTA FÉ (ZONA OESTE);5271110
SP01589;EE. PARQUE ANHANGUERA;RUA SÃO MARCOS, 79;RESIDENCIAL SOL NASCENTE;5283010
SP01590;EE. JARDIM CANAÃ;RUA CORONEL JOSÉ GLADIADOR, S/N.;PARQUE ANHANGUERA;5267000
SP01591;EMEF. PROF REMO RINALDI NALDDEO;RUA DIONISIO BELLANTE, S/N.;JARDIM SANTA FÉ (ZONA OESTE);5271150
SP01592;EE. MANUEL BANDEIRA;RUA JÚLIO CÉSAR LEAL, 15;VILA PERUS;5208000
SP01593;EE. PROF. SEBASTIÃO DE OLIVEIRA GUSMÃO;RUA FRANCISCO GIRON, SEM NÚMERO;PARQUE ANHANGUERA;5267120
SP01594;EMEF. JARDIM MONTE BELO;RUA PALMEIRÓPOLIS, S/N.;JARDIM MONTE BELO;5272005
SP01595;EMEF VIRGINIA VALERIA APARECIDA DE ALMEIDA FREITAS;RUA SÃO PAULO, 6;PARQUE ANHANGUERA;5280110
SP01596;EMEF. PROFESSORA PHILÓ GONÇALVES DOS SANTOS;RUA ALAGOA NOVA, S/N.;VILA FLAMENGO;5202260
SP01597;EMEI. RECANTO DOS HUMILDES I;RUA RECANTO DOS HUMILDES, S/N.;CONJUNTO HABITACIONAL RECANTO DOS HUMILDES;5209000
SP01598;EE. PROFESSORA ZORAIDE DE CAMPOS HELU;RUA GIOVANNI PALADINO, 76;JARDIM JARAGUA;5265020
SP01599;EMEF PROF MILENA BENEDICTO (ANTIGO EMEF. JARDIM BRITÂNIA);RUA FELIPPO STURBA, 38;JARDIM BRITANIA;5267200
SP01600;EMEF. EDGARD CARONE;RUA ELISA DINA, 293 A;JARDIM BRITANIA;5269060
SP01601;EMEI. MARIA JOSÉ DUPRÉ;RUA PASTOR JOÃO GRECCHI, 84;PARQUE ANHANGUERA;5271290
SP01602;EMEF. PROFª ELIANE BENUTE LESSA AYRES GONÇALVES;AVENIDA RAIMUNDO PEREIRA DE MAGALHÃES, 12298;JARDIM TAIPAS;2938000
SP01603;EE. PROFESSORA REGIANE DO CARMO MONTEIRO;RUA TARCON, 313;JARDIM ADELFIORE;5223070
SP01604;EMEF. JARDIM DA CONQUISTA;RUA RECANTO DOS HUMILDES, S/N.;CONJUNTO HABITACIONAL RECANTO DOS HUMILDES;5209000
SP01605;ETEC. GILDO MARÇAL BEZERRA BRANDÃO;RUA PRESIDENTE VARGAS,  S/N.;VILA CAIUBA;5207000
SP01606;EMEF RECANTO DOS HUMILDES;RUA ARGÉLIA, S/N.;JARDIM DA CONQUISTA;5212020
SP01607;EE. JOSÉ OSCAR ABREU SAMPAIO;RUA LUISA MARIA ROSA, 11;VILA SULINA;5264050
SP01608;EMEF. MARILI DIAS;RUA ANTONIO CONSELHEIRO, 01;VILA DOS PALMARES;5273140
SP01609;EE. PROFESSOR MILTON SANTOS;RUA FANCISCO GIRON, S/N;JARDIM ANHANGUERA;5267120
SP01610;EMEF. TENENTE MOISES ELIAS DE SOUZA;AV. CANTÍDIO SAMPAIO , 6590;TAIPAS;2860001
SP01611;EMEI. JARDIM MONTE BELO;AV. FLORESTAN FERNANDES, S/N;JARDIM MONTE BELO;5272000
SP01612;EE. ANNE FRANK;RUA GUIRA ACANGATARA, 27;JARDIM SÃO FRANCISCO;3718090
SP01613;EE. PROFESSORA MARIA AUGUSTA CORREA;RUA PROFESSOR LEÔNCIO CORREIA, S/N;CANGAÍBA;3720190
SP01614;EMEF. GUILHERME DE ALMEIDA;RUA FAUSTINO PAGANINI, 647;CHÁCARA CRUZEIRO DO SUL;3732010
SP01615;EMEI PROFESSOR JOSÉ RUBENS PERES FERNANDES;RUA FAUSTINO PAGANINI, 695;CHÁCARA CRUZEIRO DO SUL;3732010
SP01616;COLÉGIO JOAQUIM MARIA MACHADO DE ASSIS;RUA DOS PROFESSORES, 348;ENGENHEIRO GOULART;3725000
SP01617;EE. MARIA APARECIDA MACHADO JULIANELLI;RUA PEDRO MARCIANO DE ALCÂNTARA, 18;ENGENHEIRO GOULART;3726010
SP01618;EE. DOM MIGUEL KRUSE;RUA SÃO JOSÉ DO CAMPESTRE, 30;JARDIM DANFER;3728000
SP01619;EE. DOUTOR VITAL FOGAÇA DE ALMEIDA;RUA MALACACHETA, 118;JARDIM JAÚ;3713020
SP01620;EMEF. PROFESSOR HENRIQUE PEGADO;RUA ITAPIRUNA, 105;JARDIM PENHA;3757050
SP01621;EE. PROFESSOR DOUTOR GERALDO CAMPOS MOREIRA;RUA MUTUIPE, 10;VILA CÍSPER;3819090
SP01622;EMEF. EDGARD CAVALHEIRO;RUA PORTO DA GLÓRIA, 342;VILA MESQUITA;3714050
SP01623;EE. PROFESSORA ANNITA GUASTINI EIRAS;RUA ILHA DA FIGUEIRA, 151;VILA PAULISTÂNIA;3720040
SP01624;EE. PROFESSORA IRENE BRANCO DA SILVA;RUA QUARUNAS, 352;VILA RUI BARBOSA;3734220
SP01625;EE. PROFESSOR VICTÓRIO NAPOLEÃO OLIANI;RUA COLÔNIA LEOPOLDINA, 340;VILA SÍLVIA;3821020
SP01626;EMEI FERNANDO SABINO;RUA OLHO D'ÁGUA DO BORGES, 290;VILA SÍLVIA;3820000
SP01627;EMEF. CECÍLIA MEIRELES;RUA FREI RICARDO DO PILAR, 60;CANGAÍBA;3721090
SP01628;EMEI ALFREDO DA ROCHA VIANA;RUA LUCIANO NOGUEIRA, 360;CANGAÍBA;3721080
SP01629;EE. REPÚBLICA DO URUGUAI;RUA ANTÔNIO ROBERTO DE ALMEIDA, 149;ENGENHEIRO GOULART;3726110
SP01630;EMEI ENGENHEIRO GOULART;PRAÇA GAJÉ, 365;ENGENHEIRO GOULART;3725040
SP01631;EMEF PROFESSOR LAERTE PANIGHEL;RUA PLANALTO DE ARAXÁ, 60;JARDIM GONZAGA;3756020
SP01632;EE. DOM MIGUEL DE CERVANTES Y SAAVEDRA;RUA CÂNDIDO MOTA, 267;JARDIM PENHA;3759000
SP01633;EE. PROFESSOR VALACE MARQUES;RUA GENTIL BRAGA, 701;VILA BUENOS AIRES;3737020
SP01634;EMEI MÁRIO GRACIOTTI;RUA ENTRE RIOS, 160;VILA BUENOS AIRES;3736000
SP01635;EE. PROFESSOR CAETANO MIELI;RUA FRANCISCO DAMANTE, 61;VILA LONDRINA;3731000
SP01636;EE. PROFESSORA ANNA PONTES DE TOLEDO NATALI;RUA PAÇO DO LUMIAR, 191;VILA SÍLVIA;3820140
SP01637;EMEI PROFESSORA NEUSA CONCEIÇÃO STINCHI;PRAÇA CORONEL EZEQUIEL, 10;JARDIM DANFER;3728100
SP01638;CEU. EMEF. QUINTA DO SOL;AV. LUIZ IMPARATO, 564;PARQUE CÍSPER;3819160
SP01639;CEI. AMÉRICO DE SOUZA;RUA GASPAR PEREIRA, 100;VILA PAULISTÂNIA;3720120
SP01640;CEI CAPITÃO P.M. MÁRIO CALDANA;RUA HEITOR DINIZ CAMPELO, 258;CHÁCARA CRUZEIRO DO SUL;3732100
SP01641;EE. THEREZA DOROTHEA DE ARRUDA REGO;RUA CONCEIÇÃO DO CASTELO, 64;BURGO PAULISTA;3681020
SP01642;CEI PADRE ELIAS PEREIRA DE MELO;RUA MANDASSAIA, 95;CIDADE ANTONIO ESTEVÃO DE CARVALHO;8223120
SP01643;EE. PROFESSOR MILTON CRUZEIRO;AV.  DAS ALAMANDAS, 36;CIDADE ANTONIO ESTEVÃO DE CARVALHO;8225310
SP01644;EE. REVERENDO URBANO DE OLIVEIRA PINTO;RUA TANTAS PALAVRAS, 10;CONJUNTO HABITACIONAL ÁGUIA DE HAIA;8223510
SP01645;EMEF. DONA JENNY GOMES;RUA JOHN NEPER, 109;JARDIM COIMBRA;3693100
SP01646;EMPG AMADEU AMARAL;PRAÇA DOUTOR TOLOSA DE OLIVEIRA, 37;JARDIM TRÊS MARIAS;3676090
SP01647;EM. PREFEITO JOSÉ CARLOS FIGUEIREDO FERRAZ;RUA ALEXANDER BAIN, 90;JARDIM NORDESTE;3690060
SP01648;EE. DEPUTADO SILVA PRADO;RUA  ENGENHEIRO LUIS ANTONIO RANTIN MOUTINHO, 296;JARDIM POPULAR;3672010
SP01649;EM. LUIS WASHINGTON VITA;RUA CONCEIÇÃO DA BREJAÚBA, 68;JARDIM POPULAR;3671010
SP01650;ESCOLA DE EDUCAÇÃO INFANTIL CASINHA PEQUENINA I - (CASAGRANDE);AVENIDA JAIME TORRES, 994/1004;JARDIM POPULAR;3670000
SP01651;ETEC - ESCOLA TÉCNICA ESTADUAL DA ZONA LESTE;AV. ÁGUIA DE HAIA, 2.633;CIDADE ANTONIO ESTEVÃO DE CARVALHO;3694000
SP01652;EE. PROFESSOR JOÃO RAMACCIOTTI;RUA DOUTOR JOÃO DORIVAL CARDOSO, 189;PARQUE DAS PAINEIRAS;3694060
SP01653;EMEI PROFESSORA DINAH FERNANDES COSTA;RUA JOSE GIORDANO, 784;PARQUE DAS PAINEIRAS;3694010
SP01654;EMEF. FREI FRANCISCO DE MONT'ALVERNE;RUA SÃO CELSO,365;VILA DOMITILA;3626000
SP01655;EE. PADRE JOSÉ DE CARVALHO;AVENIDA SÃO MIGUEL, 1888;VILA MARIETA;3620001
SP01656;EMEF. MARECHAL JUAREZ TÁVORA;RUA JAPARAIQUARA, 679;VILA RIO BRANCO;3873000
SP01657;EE. PROFESSOR ANTÔNIO DE OLIVEIRA CAMARGO;RUA ENGENHEIRO CARLO GRAZIA, 500;VILA UNIÃO (ZONA LESTE);3683150
SP01658;EMEF. OITO DE MAIO;RUA CAMBAXIRRA,176;CIDADE ANTONIO ESTEVÃO DE CARVALHO;8223090
SP01659;EMEF. PADRE ANTÔNIO VIEIRA;RUA ANTONINO BACAERI, 171;JARDIM NORDESTE;3687060
SP01660;EMEI EVARISTO DA VEIGA;RUA PIERRE JANSEN, 40;JARDIM NORDESTE;3690010
SP01661;CENTRO EDUCACIONAL SESI;RUA DEODATO SARAIVA DA SILVA, 415;JARDIM ARTUR ALVIM;3694090
SP01662;EE. MARINHA DO BRASIL;RUA PONTE RASA, 709;VILA PONTE RASA;3896000
SP01663;EE. NELLO LORENZON;RUA SÃO GONÇALO DO SAPUCAÍ, 61;PONTE RASA;3891050
SP01664;EE. PROFESSOR LUIZ GONZAGA DE CARVALHO MELO;RUA ANTÔNIO DE TOLEDO LARA FILHO, 116;VILA SAO FRANCISCO;3678050
SP01665;EMEF. PROFESSORA WANNY SALGADO ROCHA;RUA SILVIO RIBEIRO DOS SANTOS,104;VILA UNIÃO (ZONA LESTE);3683040
SP01666;EE. EXÉRCITO BRASILEIRO;RUA REBELO DA SILVA, 86;JARDIM SÃO NICOLAU;3685050
SP01667;EMEI TOMÁS ANTÔNIO GONZAGA;RUA SILVIO RIBEIRO DOS SANTOS, 46;VILA UNIÃO (ZONA LESTE);3683040
SP01668;EMEI GENERAL MIGUEL COSTA;RUA ARROJADO LISBOA, 37;JARDIM COTINHA;3883230
SP01669;CEI ANTÔNIA MARIA TORRES DA SILVA;RUA PADRE THIAGO ALBERIONE, 42;VILA BAUAB;3894200
SP01670;CEI DRA. ZILDA ARNS NEUMANN;RUA ANTONIO FORTUNATO, 1050;BURGO PAULISTA;3681000
SP01671;EMEI CIDADE A. E. CARVALHO;PRAÇA JANDAIRA, S/NR.;CIDADE ANTONIO ESTEVÃO DE CARVALHO;8225390
SP01672;COLÉGIO INOVAÇÃO UNIDADE 1;R. NOEL JOSÉ DA SILVA, 468;VILA SAO FRANCISCO;3678030
SP01673;ESCOLA DE EDUCAÇÃO INFANTIL CASINHA PEQUENINA II - (CASAGRANDE);RUA AMOR PERFEITO, 84;JARDIM POPULAR;3672000
SP01674;FATEC - FACULDADE DE TECNOLOGIA DA ZONA LESTE;AV. ÁGUIA DE HAIA, 2.983;CIDADE ANTONIO ESTEVÃO DE CARVALHO;3694000
SP01675;EE. DR. DIOGO DE FARIA;RUA SANTA ROSA DE LIMA, 591;PARQUE PAULISTANO;8080000
SP01676;EE. DR. HENRIQUE SMITH BAYMA;RUA SALSA PARRILHA, S/N;JARDIM HELENA;8180310
SP01677;EE. DR. PLÍNIO CAIADO DE CASTRO;AV. JOÃO BATISTA SANTIAGO, S/N;PARQUE SANTA RITA;8150030
SP01678;EE. ESTELA BORGES MORATO;RUA BOIÇUAIBA, 485;JARDIM HELENA;8090750
SP01679;EE. FERNANDES SOARES;RUA ERVA DO SERENO, 135;JD S MARTINHO;8180010
SP01680;EE. FORÇA AÉREA BRASILEIRA;RUA ARMANDO MAMEDE JÚNIOR, 450;PARQUE SANTA RITA;8150070
SP01681;EE. HECKEL TAVARES;AV. DR. JOSÉ ARTUR NOVA, 2.737;PARQUE PAULISTANO;8090000
SP01682;EE. PROF. AMADOR DOS SANTOS FERNANDES;RUA JOÃO MENDES DE CARVALHO, 40;JARDIM ROBRU;8150450
SP01683;EE. MARCELO TULMAN NETO;RUA BELADONA, S/N;JARDIM DOS IPES;8161330
SP01684;EE. MARIA DE LOURDES VIEIRA;RUA PEDROSO DA SILVA, 744;PARQUE PAULISTANO;8080040
SP01685;EE. MÁRIO KOZEL FILHO;RUA TIETÊ, 49;VILA SEABRA;8180410
SP01686;EE. PROF. ADOLPHO PLUSKAT;RUA CAFÉ DO BRASIL, 130;JARDIM DOS IPES;8161225
SP01687;EE. PROF. CAETANO ZAMITTI MAMMANA;RUA CARLO BIBIENA, 152;VILA HELENA;8081380
SP01688;EE. PROF. FRANCISCO PEREIRA DE SOUZA FILHO;RUA IGUANARA, S/N;PARQUE PAULISTANO;8080010
SP01689;EE PROFA CLEISE MARISA SIQUEIRA;RUA PEDRO RODRIGUES, 99;PARQUE SANTA RITA;8150110
SP01690;EE PROFA MARIA VERA LOMBARDI SIQUEIRA;RUA JOSÉ ALEXANDRE MACHADO, 619;JARDIM SILVA TELES;8160460
SP01691;EMEF ANTONIA E ARTUR BEGBIE;RUA ILHA DE MARUI, 100;JARDIM CAMPOS;8151710
SP01692;EMEF. GAL. NEWTON REIS;RUA JOSÉ ALEXANDRE MACHADO, 108;JARDIM SILVA TELES;8160460
SP01693;EMEF. HENRIQUE FELIPE DA COSTA;RUA PATAJUBA, 18;JARDIM BARTIRA;8160090
SP01694;EMEF. JOSÉ AMÉRICO DE ALMEIDA;RUA ALTOS DO OITI, 537;VILA HELENA;8081410
SP01695;EMEF. JOSÉ HONÓRIO RODRIGUES;RUA DO POMBO-CORREIO, 50;JARDIM DOS IPES;8160142
SP01696;EMEF. PADRE CHICO FALCONI;RUA BRILHO DO SOL, 96;JARDIM BARTIRA;8152110
SP01697;EMEF. PROF. JOSÉ BENTO DE ASSIS;RUA SÃO GONÇALO DO RIO DAS PEDRAS, S/N;PARQUE PAULISTANO;8081000
SP01698;EMEF. RAIMUNDO CORREIA;RUA SABIA LARANJEIRA, 1008;JARDIM HELENA;8081160
SP01699;EMEF. SENADOR JOSÉ ERMIRIO DE MORAIS;RUA SÃO BRÁS DO SUAÇUI, 159;JARDIM HELENA;8090290
SP01700;EMEF. VIRGÍLIO DE MELO FRANCO;RUA ERVA DO SERENO, 15;JD S MARTINHO;8180010
SP01701;EE. PROF. WILSON ROBERTO SIMONINI;RUA JOÃO CORREIA DE MAGALHÃES, 200;PARQUE DOM JOAO NERI;8150582
SP01702;COLÉGIO INTERAÇÃO MODELO;RUA SÃO GONÇALO DO RIO DAS PEDRAS, 626;PARQUE PAULISTANO;8081000
SP01703;COLÉGIO CAVLAC;RUA PEDROSO DA SILVA, 482;PARQUE PAULISTANO;8080040
SP01704;EE. DESEMBARGADOR LUIS AMBRA;RUA ALTOLÂNDIA, 110;PARQUE DOM JOAO NERI;8151280
SP01705;E.M.E.F. MURURÉS;RUA DOS MURURÉS 434;JARDIM HELENA;8090580
SP01706;EMEF. ARMANDO CRIDEY RIGHETTI;RUA CORDÃO DE SÃO FRANCISCO, 797;VILA AIMORE;8190000
SP01707;EMEF. CAPISTRANO DE ABREU;RUA CACHOEIRA MANGAVAL, 120;VILA ITAIM;8190350
SP01708;EE. REVERENDO MATTATHIAS GOMES DOS SANTOS;RUA MANUEL DUARTE FERRO, S/N;VILA ITAIM;8190470
SP01709;EE. PROF. JOSÉ BONIFÁCIO ANDRADA E SILVA JARDIM;AVENIDA TOMAS LOPES DE CAMARGO, 490;JARDIM ROMANO;8191260
SP01710;EMEF. PROF. FLÁVIO AUGUSTO ROSA;RUA GRUTA DAS PRINCESAS, 165;VILA ITAIM;8190460
SP01711;EE SALVADOR ROMANO;AVENIDA TOMAS LOPES DE CAMARGO,510;JARDIM ROMANO;8191230
SP01712;EMEF. GENERAL HENRIQUE GEISEL;RUA MIGUEL PEREIRA LANDIM, 253;JARDIM JARAGUA;5158000
SP01713;E.E. PROF. OTTO DE BARROS VIDAL;RUA MANUEL JOAQUIM DE GÓIS, 70;JARAGUA;5160100
SP01714;E.E. PROFA. MARILENA PIUMBATO CHAPARRO;RUA BOAVENTURA PEREIRA, 235;PARQUE ANHANGUERA;5158240
SP01715;EMEF. BRIGADEIRO HENRIQUE RAYMUNDO DYOTT FONTENELLE;RUA NOSSA SENHORA DA CONCEIÇÃO, 384;JARAGUA;5181280
SP01716;COLÉGIO VACCARO;RUA NOSSA SENHORA DA CONCEIÇÃO, 226;JARAGUA;5181280
SP01717;E.E. PROFA. ISABEL VIEIRA DE SERPA E PAIVA;AV. JERIMANDUBA, 561;JARAGUA;5181000
SP01718;E.E. ANA SIQUEIRA DA SILVA;RUA MAURO DE ARAÚJO RIBEIRO, 678;CIDADE D'ABRIL;5182000
SP01719;E.E. ÍTALO BETARELLO;RUA ANDRESSA, 120;PARQUE NACOES UNIDAS;2995140
SP01720;EMEF. PROF. LUIZ DAVID SOBRINHO;RUA BARRA DA FORQUILHA, 576;JARDIM VIVAN;2993000
SP01721;E.E. PROF. LEÔNIDAS HORTA DE MACEDO;RUA MIGUEL RIBAS, 427;JARDIM IPANEMA(ZONA OESTE);5187270
SP01722;E.E. FRIEDRICH VON VOITH;RUA ANTONIO DE CABEZÓN, 398;PARQUE NACOES UNIDAS;2996000
SP01723;EMEF. ALDO RIBEIRO LUZ;RUA JEAN CORALLI, 135;JARDIM SANTA LUCRECIA;5183000
SP01724;EMEF. ERNESTO MORAES LEME;RUA VALE DAS FLORES, 120;JARDIM SANTA LUCRECIA;5185400
SP01725;EMEF. JOSÉ KAUFFMANN;RUA SAMUEL BOVY, 23;JARDIM RINCAO;2998120
SP01726;E.E. OSCAR BLÓIS;RUA ÂNGELO DA SILVA, 20;PARQUE PAN AMERICANO;2996140
SP01727;E.E. MINISTRO OSCAR DIAS CORREA;AVENIDA ALEXIOS JAFET, 1933;JARAGUA;5187010
SP01728;EMEI. ESTRADA TURÍSTICA DO JARAGUÁ;RUA AGNES FONTOURA, 75;CONJUNTO HABITACIONAL TURISTICA;5164015
SP01729;EMEF. DEPUTADO ROGÊ FERREIRA;RUA PHILONILIA GONÇALVES DOS SANTOS, S/ N;PARQUE PAN AMERICANO;2992210
SP01730;EMEI. JÚLIO ALVES PEREIRA;RUA CAROLINA CARVALHO, 67;CIDADE D'ABRIL;5182210
SP01731;EMEI. FERNANDO DE AZEVEDO;RUA BARRA DA FORQUILHA, 510;JARDIM VIVAN;2993000
SP01732;EMEF. ANTONIO ALVES VERÍSSIMO;RUA MARTINO ARÓSIO, 81;VILA AURORA (ZONA NORTE);5186150
SP01733;E.E. REPÚBLICA ARGENTINA;RUA PHILONILIA GONÇALVES DOS SANTOS, S/ N;PARQUE NACOES UNIDAS;2996165
SP01734;E.E.PROFA. THAYANE LUZIMARA COSTA VALCACER;RUA JAIR DA ROSA PINTO, 11;PARQUE NACOES UNIDAS;2995000
SP01735;EMEF. ESTAÇÃO JARAGUÁ;RUA JOÃO AIRES, 109;JARDIM BANDEIRANTES;2994060
SP01736;E.E. PROFA. ELIANA PASSUELO;ESTRADA DAS TAIPAS, 1370;JARDIM RINCAO;2991000
SP01737;EE. PROF. FRANCISCO FARIA NETO;RUA SILVÉRIO DE CASTRO E SOUSA, 102;JARDIM SYDNEY;2982000
SP01738;EE. CONJUNTO HABITACIONAL BRIGADEIRO EDUARDO GOMES;RUA JOÃO AMADO COUTINHO, 1010;CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE;2815000
SP01739;EE. JACOB SALVADOR ZVEIBIL;AVENIDA ELISIO TEIXEIRA LEITE, 6700;VILA BRASILANDIA;2801000
SP01740;EMEF. RENATO ANTONIO CHECCHIA;RUA CONDE MONTERONE, 101;JARDIM SYDNEY;2982190
SP01741;EE. PROF. SALVADOR LIGABUE;AVENIDA MORENINHA LINDA, 65;VILA BRASILANDIA;2820010
SP01742;EMEF. ERNANI SILVA BRUNO;RUA INTERATIVA, 100;VILA BRASILANDIA;2820020
SP01743;EE. ELISIO TEIXEIRA LEITE III;AVENIDA ELISIO TEIXEIRA LEITE, 6700 A;SÍTIO MORRO GRANDE;2810000
SP01744;EMEI. CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE;RUA EGIDIO FELINI, 81;CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE;2815040
SP01745;EE. ILHA DA JUVENTUDE;RUA ILHA DA JUVENTUDE,100;VILA BRASILANDIA;2820000
SP01746;EE. PROF. CYNIRA STOCCO FAUSTO;AV. ELISIO TEIXEIRA LEITE 4511;JARDIM PAULISTANO (ZONA NORTE);2801000
SP01747;EMEF. MÁRIO LAGO;RUA DOURADA, S/N;JARDIM PAULISTANO (ZONA NORTE);2820090
SP01748;EMEF. PADRE LEONEL FRANCA;RUA XAVIER DOS PÁSSAROS, 39;JARDIM RINCAO;2991100
SP01749;EMEF. PROFª  ALICE MEIRELLES REIS;AVENIDA ELISIO TEIXEIRA LEITE, S/N.;COHAB TAIPAS;2810000
SP01750;ETEC JARAGUÁ;AVENIDA JAIRO DE ALMEIDA MACHADO 401;JARAGUA;2998060
SP01751;EMEF. PROF. ENZO ANTONIO SILVESTRIN;ESTRADA DO CONGO, 204;JARDIM PIRITUBA;2984090
SP01752;EE. ANTONIETA DE SOUZA ALCÂNTARA;RUA PIRÂMIDE DOS PIQUES, S/N;JARDIM DAS LARANJEIRAS;8380370
SP01753;EMEF. VLADIMIR HERZOG;RUA FRANCISCO JOSÉ VIANA, 894;CIDADE TIRADENTES;8471533
SP01754;EMEF. PROFESSOR FELICIO PAGLIUSO;RUA ABNER RIBEIRO BORGES, 224;JARDIM ROSELI;8380520
SP01755;EE. PROFESSORA RITA PINTO DE ARAÚJO;AV. SAPOPEMBA, 21964;TERCEIRA DIVISÃO;3989000
SP01756;EMEF. VEREADORA ANNA LAMBERGA ZEGLIO;RUA OLÍMPIA MONTANI, 231;CIDADE TIRADENTES;8475320
SP01757;EMEF. ELIAS SHAMMASS;RUA DO PAI NOSSO, 7;SÍTIO CONCEIÇÃO;8473020
SP01758;EE. PROFESSORA CARMELINDA MARQUES PEREIRA;RUA BORZEGUIM, 90;JARDIM ALTO ALEGRE;8381660
SP01759;EMEF. DEP. CAIO SÉRGIO POMPEU DE TOLEDO;RUA NASCER DO SOL, 180;COHAB SANTA ETELVINA;8485020
SP01760;EE. MARIUMA BUAZAR MAUAD;RUA PADRE ALDEMAR MOREIRA, 461;CIDADE TIRADENTES;8471010
SP01761;EE. JARDIM IGUATEMI;RUA CONFEDERAÇÃO DOS TAMOIOS, 182;JARDIM IGUATEMI;8380220
SP01762;EMEF CAMILO CASTELO BRANCO;RUA EDMUNDO ORIOLI, 85;CIDADE TIRADENTES;8470600
SP01763;EMEF. PROFESSOR MAILSON DELANE;RUA SALVADOR VIGANO, 100;COHAB BARRO BRANCO II;8473605
SP01764;EE. PROFESSOR SÉRGIO ROCHA KIEHL;AV. DR. GUILHERME DE ABREU SODRÉ, 1503;COHAB PRESTES MAIA;8490010
SP01765;EE. CÂNDIDO PROCÓPIO FERREIRA DE CAMARGO;RUA SARA KUBITSCHEK, 215;COHAB CASTRO ALVES;8474190
SP01766;EMEF. HENRIQUE SOUZA FILHO HENFIL;RUA ÉRICO SEMMER, S/N;JARDIM MARILU;8371400
SP01767;EE. GOVERNADOR PAULO SARASATE;RUA INÁCIO PINTO LIMA, 199;COHAB PRESTES MAIA;8490020
SP01768;EE. FERNANDO PESSOA;RUA PADRE ALDEMAR MOREIRA, 200;CIDADE TIRADENTES;8471010
SP01769;EMEF. JUSCELINO KUBITSCHEK DE OLIVEIRA;RUA JORGE MARACCINI PONFILIO, 60;COHAB JUSCELINO KUBITSCHEK;8465050
SP01770;EMEF. OSVALDO ARANHA BANDEIRA DE MELLO;AV. DOS METALÚRGICOS, 1155;CIDADE TIRADENTES;8471000
SP01771;EMEF. ANTÔNIO PEREIRA IGNÁCIO;RUA SARA KUBITSHECK, 186;COHAB CASTRO ALVES;8474000
SP01772;EE. JORGE LUIS BORGES;RUA MILAGRE DOS PEIXES, 700;COHAB CASTRO ALVES;8474120
SP01773;EE. OSVALDO GAGLIARDI;RUA INÁCIO MONTEIRO, 3206;VILA IOLANDA II;8490000
SP01774;EE. BERNARDIM RIBEIRO;RUA UTARO KANAI, 501;COHAB JUSCELINO KUBITSCHEK;8465000
SP01775;EMEF. PROFESSORA OLINDA MENEZES SERRA VIDAL;RUA VÁRZEA NOVA, 40;CIDADE TIRADENTES;8475420
SP01776;EE. CÉSAR DONATO CALABREZ;RUA INÁCIO MONTEIRO, 1391;CONJUNTO INACIO MONTEIRO;8490000
